0.000	0.000	0.000	5.0767514E-5	1.04168175E-4	2.0078942E-4	3.635827E-4	6.184749E-4	9.883202E-4	0.001	0.002	0.003	0.003	0.004	0.004	0.005	0.004	0.004	0.003	0.003	0.002	0.001	9.883202E-4	6.184749E-4	3.635827E-4	2.0078942E-4	1.04168175E-4	5.0767514E-5	0.000	0.000	0.000
0.000	0.000	0.000	6.725603E-5	1.3800041E-4	2.6600275E-4	4.816688E-4	8.1934617E-4	0.001	0.002	0.003	0.004	0.005	0.005	0.006	0.006	0.006	0.005	0.005	0.004	0.003	0.002	0.001	8.1934617E-4	4.816688E-4	2.6600275E-4	1.3800041E-4	6.725603E-5	0.000	0.000	0.000
0.000	0.000	0.000	8.370148E-5	1.7174428E-4	3.310458E-4	5.9944653E-4	0.001	0.002	0.002	0.003	0.005	0.006	0.007	0.007	0.008	0.007	0.007	0.006	0.005	0.003	0.002	0.002	0.001	5.9944653E-4	3.310458E-4	1.7174428E-4	8.370148E-5	0.000	0.000	0.000
0.000	0.000	0.000	9.7856944E-5	2.007894E-4	3.8703173E-4	7.0082396E-4	0.001	0.002	0.003	0.004	0.005	0.007	0.008	0.009	0.009	0.009	0.008	0.007	0.005	0.004	0.003	0.002	0.001	7.0082396E-4	3.8703173E-4	2.007894E-4	9.7856944E-5	0.000	0.000	0.000
0.000	0.000	0.000	1.0747483E-4	2.2052403E-4	4.2507122E-4	7.697046E-4	0.001	0.002	0.003	0.004	0.006	0.007	0.009	0.009	0.010	0.009	0.009	0.007	0.006	0.004	0.003	0.002	0.001	7.697046E-4	4.2507122E-4	2.2052403E-4	1.0747483E-4	0.000	0.000	0.000
0.000	0.000	0.000	1.10886445E-4	2.2752422E-4	4.3856443E-4	7.941376E-4	0.001	0.002	0.003	0.005	0.006	0.008	0.009	0.010	0.010	0.010	0.009	0.008	0.006	0.005	0.003	0.002	0.001	7.941376E-4	4.3856443E-4	2.2752422E-4	1.10886445E-4	0.000	0.000	0.000
0.000	0.000	0.000	1.0747483E-4	2.2052403E-4	4.2507122E-4	7.697046E-4	0.001	0.002	0.003	0.004	0.006	0.007	0.009	0.009	0.010	0.009	0.009	0.007	0.006	0.004	0.003	0.002	0.001	7.697046E-4	4.2507122E-4	2.2052403E-4	1.0747483E-4	0.000	0.000	0.000
0.000	0.000	0.000	9.7856944E-5	2.007894E-4	3.8703173E-4	7.0082396E-4	0.001	0.002	0.003	0.004	0.005	0.007	0.008	0.009	0.009	0.009	0.008	0.007	0.005	0.004	0.003	0.002	0.001	7.0082396E-4	3.8703173E-4	2.007894E-4	9.7856944E-5	0.000	0.000	0.000
0.000	0.000	0.000	8.370148E-5	1.7174428E-4	3.310458E-4	5.9944653E-4	0.001	0.002	0.002	0.003	0.005	0.006	0.007	0.007	0.008	0.007	0.007	0.006	0.005	0.003	0.002	0.002	0.001	5.9944653E-4	3.310458E-4	1.7174428E-4	8.370148E-5	0.000	0.000	0.000
0.000	0.000	0.000	6.725603E-5	1.3800041E-4	2.6600275E-4	4.816688E-4	8.1934617E-4	0.001	0.002	0.003	0.004	0.005	0.005	0.006	0.006	0.006	0.005	0.005	0.004	0.003	0.002	0.001	8.1934617E-4	4.816688E-4	2.6600275E-4	1.3800041E-4	6.725603E-5	0.000	0.000	0.000
0.000	0.000	0.000	5.0767514E-5	1.04168175E-4	2.0078942E-4	3.635827E-4	6.184749E-4	9.883202E-4	0.001	0.002	0.003	0.003	0.004	0.004	0.005	0.004	0.004	0.003	0.003	0.002	0.001	9.883202E-4	6.184749E-4	3.635827E-4	2.0078942E-4	1.04168175E-4	5.0767514E-5	0.000	0.000	0.000
0.000	0.000	0.000	3.5999557E-5	7.386629E-5	1.4238102E-4	2.5781873E-4	4.385644E-4	7.0082396E-4	0.001	0.001	0.002	0.002	0.003	0.003	0.003	0.003	0.003	0.002	0.002	0.001	0.001	7.0082396E-4	4.385644E-4	2.5781873E-4	1.4238102E-4	7.386629E-5	3.5999557E-5	0.000	0.000	0.000
0.000	0.000	0.000	2.3980876E-5	4.9205562E-5	9.4846204E-5	1.717443E-4	2.9214687E-4	4.668494E-4	7.0082396E-4	9.883201E-4	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.001	9.883201E-4	7.0082396E-4	4.668494E-4	2.9214687E-4	1.717443E-4	9.4846204E-5	4.9205562E-5	2.3980876E-5	0.000	0.000	0.000
0.000	0.000	0.000	1.5006848E-5	3.0792053E-5	5.935324E-5	1.07474836E-4	1.8282085E-4	2.921469E-4	4.3856443E-4	6.1847497E-4	8.193462E-4	0.001	0.001	0.001	0.001	0.001	0.001	0.001	8.193462E-4	6.1847497E-4	4.3856443E-4	2.921469E-4	1.8282085E-4	1.07474836E-4	5.935324E-5	3.0792053E-5	1.5006848E-5	0.000	0.000	0.000
0.000	0.000	0.000	8.822071E-6	1.8101715E-5	3.489197E-5	6.31812E-5	1.0747483E-4	1.717443E-4	2.5781873E-4	3.6358266E-4	4.8166877E-4	5.994465E-4	7.008239E-4	7.697045E-4	7.941376E-4	7.697045E-4	7.008239E-4	5.994465E-4	4.8166877E-4	3.6358266E-4	2.5781873E-4	1.717443E-4	1.0747483E-4	6.31812E-5	3.489197E-5	1.8101715E-5	8.822071E-6	0.000	0.000	0.000
0.000	0.000	0.000	4.8720103E-6	9.9967165E-6	1.9269175E-5	3.489197E-5	5.935324E-5	9.484621E-5	1.4238102E-4	2.0078942E-4	2.6600275E-4	3.3104577E-4	3.8703173E-4	4.2507122E-4	4.3856443E-4	4.2507122E-4	3.8703173E-4	3.3104577E-4	2.6600275E-4	2.0078942E-4	1.4238102E-4	9.484621E-5	5.935324E-5	3.489197E-5	1.9269175E-5	9.9967165E-6	4.8720103E-6	0.000	0.000	0.000
0.000	0.000	0.000	2.5275656E-6	5.186228E-6	9.9967165E-6	1.8101717E-5	3.0792053E-5	4.9205566E-5	7.38663E-5	1.04168175E-4	1.3800041E-4	1.717443E-4	2.0078942E-4	2.2052405E-4	2.2752423E-4	2.2052405E-4	2.0078942E-4	1.717443E-4	1.3800041E-4	1.04168175E-4	7.38663E-5	4.9205566E-5	3.0792053E-5	1.8101717E-5	9.9967165E-6	5.186228E-6	2.5275656E-6	0.000	0.000	0.000
0.000	0.000	0.000	1.2318371E-6	2.5275656E-6	4.872011E-6	8.822072E-6	1.5006848E-5	2.3980878E-5	3.599956E-5	5.0767514E-5	6.7256035E-5	8.370148E-5	9.7856944E-5	1.07474836E-4	1.1088645E-4	1.07474836E-4	9.7856944E-5	8.370148E-5	6.7256035E-5	5.0767514E-5	3.599956E-5	2.3980878E-5	1.5006848E-5	8.822072E-6	4.872011E-6	2.5275656E-6	1.2318371E-6	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
